formaWlasnosci_Symbol,pkdKod,wsk_liczba_dni_istnienia,Aktywa,Aktywa_trwale,Rzeczowe_aktywa_trwale,Zapasy,Naleznosci_dostaw_uslug_12m_pozostale,Inwestycje_krotkoterminowe,Rozliczenia_miedzyokresowe_krotkie,Kapital_zapasowy,Zysk_netto,Zobowiazania_dostaw_uslug_12m_pozostale,schemat_wsk_bilans,wsk_kapital_do_aktywa,zysk_sprzedazy,pozostale_przychody_oper,koszty_operacyjne_pozostale,koszty_finansowe,koszty_odsetki,podatek_dochodowy,schemat_wsk_rzis,wsk_marza_brutto_1,wsk_marza_brutto_2,wsk_stopa_marzy_brutto,wsk_ROA,wsk_ROE,wsk_mnoznik_kap_wl,wsk_zwrot_aktywa_trwale,wsk_ebitda_3,wsk_marza_ebitda_3,wsk_zysk_op_zobowiazania,wsk_sprzedaz_kap_obrotowy,wsk_koszty_przychody,wsk_rent_kapitalu,wsk_pokrycie_wyd_fin_gotowkowe_1,wsk_pokrycie_aktywow_tr_kapitalem_st,wsk_struktury_finansowania,wsk_zysk_operacyjny_zob_2,wsk_zadluzenia_gotowki_1,wsk_koszty_fin_przychody,wsk_koszty_odsetki_przychody,wsk_pokrycie_aktywow_kap_stalym,wsk_zadluzenie_kap_wlasnego,wsk_ogolnego_zadluzenia_pozyczki,wsk_zadluzenia_krotkie,wsk_pokrycia_zobowiazan_rz_aktywami_trwalymi,wsk_efekt_dzwigni_fin_1,wsk_pokrycia_odsetek_zyskiem,wsk_ebitda_zobowiazan_odsetki_3,wsk_rotacja_aktywow_1,wsk_rotacja_rz_aktywow_trwalych,wsk_rotacja_wartosci_niewaterialnych,wsk_rotacja_naleznosci,wsk_rotacja_naleznosci_dostaw_uslug,wsk_obrotowsci_naleznosci,wsk_rotacja_zobowiazan_dostaw_uslug,wsk_plynnosc_biez_1,wsk_poziom_kapitalu_obrotowego_netto,wsk_udzial_zob_biez_sprzedaz_2,wsk_udzial_zapasy_kap_obrotowy,wsk_zysk_ebitda_1,wsk_zysk_ebitda_2,wsk_obrotowosc_gotowkowa,wsk_struktura_majatku,wsk_struktury_kapitalu,wsk_zast_kapitalu_podstawowego,wsk_sytuacji_fin,wsk_struktura_kap_wlasnego_s_2,wsk_fin_majatku_kapitalem,default
214,4791,2983,400118.94,0.0,0.0,0.0,6150.0,308176.47,1612.42,181653.8,182330.14,0.0,SFJIN,0.984667059249932,-79915.93,438230.49,157913.42,0.0,0.0,18071.0,SFJIN,0.0,0.0,-1.3319321666666666,0.0,0.0,1.015571700714501,2004.0114,200401.14,3.3400190000000003,32.66522249388753,0.1522904715354641,4.9638225,0.6992398214281341,180.71,4001.1894,1.0,16.332611246943767,0.0,0.0,0.0,3939.8394,0.0155717007145012,0.0,0.0155717007145012,0.0,0.0,0.0,2004.0114,0.6525819895854438,600.0,600.0,548.0023033333333,37.31,0.6642307847720664,0.0,65.21906112469438,393983.94,-6.566399,0.0,0.0,0.0,0.1946936441967811,0.0,64.21906112469438,300.0,0.6421906112469438,4.285113723831869,0.984667059249932,1
214,2511,6988,2306132.24,361543.97,361543.97,1157230.73,566148.43,26435.95,174123.08,0.0,-20872.16,393813.63,SFJIN,0.565285627332455,-14718.89,5885.17,6578.31,7728.86,7728.86,0.0,SFJIN,-0.0034218586283027,-0.0034264390246152,-0.0024162989884621,-0.009050721219699,-0.0160108815474554,1.7690172041325956,-0.0426283696558402,44331.67,0.0072776255123746,-0.0153734606008407,6.466017292554437,1.0047650087348323,4.769465830802943,5.0294014899998185,6.37856645762893,0.9999999999999998,-0.0076867303004203,0.0,0.0012687938152921,0.0012687938152921,3.6057119414825256,0.7690172041325953,0.0,0.7690172041325953,3615.4397,2.8092800230846287,-1.7005483344244818,443.3167,2.67206731735305,16.848578473041606,60915.0195,35.06436661979563,33.83041328912322,10.380909027870572,23.532482218116996,1.9397218376620184,942079.44,-0.154654705478671,1.2283791375385498,-0.4478965845786732,-0.4478965845786732,230.42493082336745,0.1859231466000769,1.3003610252490243,0.3955258885938549,6.99407819321237,0.5718408262181275,0.4844621632938267,1
214,4690,10481,80998.26,3869.91,3869.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.99894886630898,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.0,0.0,0.0,0.0,0.0,1.0010522397356572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93026969619449,1.0,0.0,0.0,0.0,0.0,20.90826918455468,0.0010522397356572,0.0,0.0010522397356572,38.6991,0.0,0.0,0.0,0.0,0.0,0.0,280747.194,0.0,0.0,0.0,905.900281888654,77043.21,-770.4321000000001,0.0,0.0,0.0,0.0,0.0501749356754034,950.353770260747,0.2584039422105423,18940.806948091944,0.99894886630898,0.9988961257436466,1
214,4120,6718,32935.74,0.0,0.0,1856.69,1050.0,17301.26,0.0,0.0,11430.51,1161.78,SFJIN,0.9647258570780556,13042.51,0.0,0.0,0.0,0.0,1612.0,SFJIN,0.1055415651779862,0.1055415651779862,0.1055415651779862,0.3470549014535578,0.3597445833002874,1.0365639032717358,130.4251,13042.51,0.1055415651779862,11.226316514314242,3.889253967714443,0.8944584348220138,8.538627899424434,130.4251,329.3574,1.0,5.613158257157121,0.0,0.0,0.0,317.7396,0.0365639032717357,0.0,0.0365639032717357,0.0,1.0365639032717358,114.3051,130.4251,7.904132404787368,1235.77,1235.77,40.582920446361385,3.0928085323320684,8.969290430468165,3.422060092088333,28.349377679078653,31773.96,-0.2571187195028201,0.058434327984299,0.8764041584020253,0.8764041584020253,7.142658973970683,0.0,27.349377679078653,510.0,0.2734937767907865,2.0323004026996743,0.9647258570780556,1
214,4791,1308,1165429.94,130280.84,130280.84,435196.16,32622.03,513099.13,7358.88,0.0,-45227.6,137426.12,SFJIN,0.1231116475349861,-35462.43,24389.76,10232.21,7171.72,7119.28,16757.0,SFJIN,-0.0079666637043912,-0.0080214214490402,-0.0099913277780267,-0.038807652393073,-0.3152232397998299,8.122708289772648,-0.1635304162914516,510.239999999998,0.0001437570715109,-0.0275549556647901,13.548511039186357,1.014894781073693,-9.602592389672091,-0.928017267824176,10.855042690851548,1.2134612570533412,-0.0118681561144432,-54.03207882827385,0.0020205892617124,0.0020058146050214,1.1012977810090878,7.122708289772648,2.506373241890743,5.388824767560184,0.5236912486161144,10.831104523504925,-5.352833432594307,0.0014188727314206,5.440983310293132,27.24361502428139,35493.2105,8.152588653539809,3.345546585592757,44.6483951869635,14.093711719879495,1.338824135923199,261971.29999999996,-0.0738088485965505,1.661236020892365,-87.60963892763029,-87.60963892763029,6.917417790203619,0.1258570770143161,0.1403960346706715,0.3070290305159224,1.115519587783702,0.2199466862526392,0.01274904262584,1
214,4741,2439,83917.41,0.0,0.0,76720.0,600.0,6597.41,0.0,50838.28,0.0,0.0,SFJIN,1.142054789345858,-12580.86,0.0,36.01,0.0,0.0,0.0,SFJIN,-0.0750071042572038,-0.0750071042572038,-0.0747930253434715,-0.1503486582819941,-0.131647500351634,0.8756147334864525,-126.1687,-12373.33,-0.0735592625840472,-18.1276867816092,2.0212226637352093,1.0750071042572038,1.8848874960542183,-123.7333,965.3428,1.1503486582819942,-9.063843390804598,0.0,0.0,0.0,958.3828,0.0072622338380864,0.0,0.0072622338380864,0.0,0.8756147334864524,-126.1687,-123.7333,2.175491464045525,1682.09,1682.09,1.3019517386108947,1.3019517386108947,280.34833333333336,0.0,120.57099137931036,83221.41,-0.494750043101142,0.9218781561139134,1.0196826561645087,1.0196826561645087,25.4962174550316,0.0,137.69867816091954,450.0,1.3769867816091954,1.2395018106570097,1.142054789345858,1
215,4719,1746,1264714.06,44455.64,8407.64,0.01,0.0,503.97,532086.53,503442.8,-183378.45,0.0,SFJMA,0.0081688899702751,-16581.22,145521.55,143235.77,53738.01,52854.33,115345.0,SFJMA,-0.1512274352623022,-0.2235343112531973,-0.0544801357631832,-0.1449959764027609,-17.749777133780714,122.41565300044236,-1.700291639508828,-10692.080000000002,-0.0351304650677583,-0.0119471574976761,12.840473246263016,1.7016676331962668,30.97007939076088,-1.198966802082921,29.749679905631773,1.045723378769111,-0.0058326392114694,-17.039824560232642,0.1765644554769372,0.1736609896058366,0.2323959344641084,121.41565300044236,106.26701066950852,115.81839573103508,0.1453929825168174,548.6720710833663,-2.4695066610436647,-0.0097388649295759,0.2407404294717159,36.19963509379564,3043.535,822.4354878126915,367.7983055887315,0.4425879055487698,96.5727119287276,1.019809081189907,23702.669999999925,-0.0778787495461689,4.218933985074269e-07,17.150867745097315,17.150867745097315,641.000610770624,0.0364313323074632,0.0082361703395554,0.1124716683867333,0.2260738166270195,0.0081719579581159,-0.0279648387920978,1
214,6920,5971,25028.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,1.0,6010.82,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,2.072696551724138,0.0,0.0,1.0,60.1082,6010.82,2.072696551724138,60.1082,0.1158666606469275,1.072696551724138,0.1158666606469275,0.0,250.2877,1.0,60.1082,0.0,0.0,0.0,250.2877,0.0,0.0,0.0,0.0,0.0,0.0,60.1082,0.1158666606469275,29.0,29.0,0.0,0.0,29.0,0.0,inf,25028.77,-8.630610344827586,0.0,0.0,0.0,29.0,0.0,250.2877,500.0,2.502877,1.0,1.0,1
214,5222,5507,229700.0,58630.0,58630.0,94737.0,0.0,3926.0,2858.0,69911.0,6490.0,0.0,SFJMA,0.3404658249891162,8707.0,0.0,1320.0,0.0,0.0,1145.0,SFJMA,0.0091749072595327,0.0091776423736616,0.0104662386571672,0.0282542446669569,0.0829870212901988,2.937152355987469,0.1259935186764455,10230.0,0.0122969589368119,0.0487606851711277,42.49874840357599,0.991120465721776,11.199841139487608,104.78,3.917789527545625,1.0,0.0243803425855638,0.0,0.0,0.0,1.3338734436295412,1.9371523559874688,0.0,1.9371523559874688,586.3,2.937152355987469,64.9,102.3,3.684715689140468,14.189203479447382,8319.13,30.4308695741021,30.4308695741021,11.961537908524924,66.28599384791438,1.1292121852206345,19575.0,-0.0235301047104685,4.839693486590038,0.6193930139339568,0.6193930139339568,211.89836984207844,0.3427252002104402,0.5162216574804449,0.8528057308545114,1.5062261460886868,0.3463862092180676,0.1144268428128836,1
214,7022,2419,10864.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,1.0,160545.0,5969.89,0.0,0.0,0.0,460.0,SFJMI,0.0,0.0,2.0068125,0.0,0.0,1.0,1665.1489,166514.89,2.081436125,1665.1489,7.3633093657613475,1.0068125,7.3633093657613475,4.6,108.6468,1.0,1665.1489,0.0,0.0,0.0,108.6468,0.0,0.0,0.0,0.0,0.0,0.0,1665.1489,7.3633093657613475,800.0,800.0,49.195282500000005,0.0,7.399083438539051,0.0,inf,10864.68,-0.1358085,0.0,0.0,0.0,800.0,0.0,108.6468,50.0,1.086468,1.0,1.0,1
227,6920,1348,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.0,0.0,SFJIN,0.9127118644067796,-386.0,0.0,0.0,0.0,0.0,0.0,SFJIN,-3.86,-3.86,-3.86,-0.1635593220338983,-0.1792014856081708,1.095636025998143,-3.86,-386.0,-3.86,-1.8737864077669903,0.0,3.86,0.0,-3.86,23.6,1.0,-0.9368932038834952,-0.0,0.0,0.0,21.54,0.0956360259981429,0.0,0.0956360259981429,0.0,1.095636025998143,-3.86,-3.86,0.0,0.0,0.0,8590.4,0.0,0.0,0.0,11.45631067961165,2154.0,-21.54,0.0,1.0,1.0,0.0,0.0,10.45631067961165,50.0,0.1045631067961165,0.9127118644067796,0.9127118644067796,1
0,2229,1461,1815287.31,849286.57,643544.35,180328.43,689221.12,45879.02,8687.57,0.0,79530.45,374866.56,SFJIN,0.1076307033733409,108844.24,6690.53,0.54,50589.79,27971.93,-14586.0,SFJIN,0.0177050329560667,0.0177373852788806,0.0297271317297621,0.0438114945011101,0.4070538715067229,9.29102912698878,0.1795279998961998,353682.56,0.0965964579443019,0.108676484115514,-37.70733453036075,0.9840899099819732,24.49099986401486,5.991184782542089,2.7930402573067887,1.306730657418632,0.0430614387976067,2.490373706691397,0.0138168942289551,0.0076395889010358,0.2300526782143747,8.291029126988779,1.4394784744548654,5.441185654771852,1.155781994990807,6.494019424629611,3.8432235458904698,0.4685689774103243,2.0693044226666304,5.689498167453417,36614.444,72.68237695484329,71.69893074984287,5.008091579423014,56.97734132464227,0.9086619963294412,-97101.6499999999,0.0265200394685769,-1.8571098431386093,0.2248639224714975,0.2248639224714975,79.80650850868219,0.8791779704019688,0.1206122888586679,0.2884774217023119,0.1371875694332091,0.1104214618549119,-0.6769207236839176,1
338,7112,5590,87659.56,0.0,0.0,0.0,0.0,67176.56,0.0,0.0,-3513.47,31837.22,SFJIN,0.4555395897492527,-3519.71,0.0,0.0,0.0,0.0,0.0,SFJIN,-563.0560897435897,-35.134699999999995,-35.1971,-0.0400808537026651,-0.0879854454027306,2.1951988861175384,-35.1971,-3519.71,-35.1971,-0.0737464789440645,0.0,35.1971,-0.0,-35.134699999999995,876.5956,1.0,-0.0368732394720322,-0.0,0.0,0.0,399.324,1.1951988861175389,0.0,1.1951988861175389,0.0,2.1951988861175384,-35.134699999999995,-35.1971,0.0,0.0,0.0,74558.12000000001,0.0,0.0,115887.4808,1.8366808333033011,39932.4,-399.324,0.0,1.0,1.0,0.0,0.0,0.8366808333033015,1420.0,0.008366808333033,1.9495386418005176,0.4555395897492527,1
214,3511,6512,110918.39,89106.43,89106.43,0.0,0.0,4770.96,0.0,0.0,-13.19,123.0,SFJIN,0.0048422989190521,-13.48,0.29,0.0,0.0,0.0,0.0,SFJIN,-45.48275862068966,-0.1319,-0.1348,-0.0001189162590621,-0.0245578104636008,206.5134797989201,-0.1319,-13.19,-0.1319,-0.1072357723577235,0.0,0.1348,-0.0,-0.1319,2.482162959508085,1.994048777664371,-0.0001193618817875,-8359.233510235026,0.0,0.0,0.0060276233712875,205.5134797989201,205.28447216533232,0.2290076335877862,0.8081608194721684,206.5134797989201,-0.1319,-0.0001196281930365,0.0,0.0,0.0,62029.24,0.0,0.0,447.72,177.33300813008128,21688.96,-216.8896,0.0,1.0,1.0,0.0,4.0852096739586905,0.0048658608718923,0.0561126733502846,0.001191092076108,0.0050599435144119,-4.060585568651327,1
214,6209,2586,287940.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.073647829832598,1869996.25,13707.35,7099.43,0.0,0.0,0.0,SFJMI,0.0,0.0,2.0190745813310893,0.0,0.0,13.57813261128001,18766.0417,1876604.17,2.0262092925945314,18766.0417,3.216515733843031,1.0267399863579387,43.67427718038932,0.0,5546.7473,1.9263521701674016,7.035482054855568,874.576,0.0,0.0,212.0619,12.57813261128001,4.124154315320197,0.0,0.0,0.0,0.0,21.45730239567516,3.216515733843031,9261.6502,9261.6502,87.14556721220156,0.0,4.176919281661811,0.0,inf,287940.46,-0.3108954168880185,0.0,0.0,0.0,9261.6502,0.0,0.0795030574811403,200.0,0.0007950305748114,0.073647829832598,0.073647829832598,1
214,6920,2132,82033.32,5107.12,5107.12,0.0,37756.1,37384.57,1778.05,0.0,47002.43,1291.5,SFJIN,0.6948692311855719,55696.39,808.9,340.86,0.0,0.0,9162.0,SFJIN,0.4212926061928428,0.4238644483359349,0.4203322213303523,0.5729675453827786,0.8245688824143111,1.4391197006864445,10.997280267548051,60696.59,0.458067973559465,2.2438047548449136,2.553325917120449,0.5822401974738585,6.754337119339215,606.9658999999999,16.06254014003979,1.0,1.1219023774224568,0.0,0.0,0.0,11.161364917996837,0.4391197006864444,0.0,0.4391197006864444,51.0712,1.439119700686445,470.0243,606.9658999999999,2.9677345950334555,25.94527639843983,1325.0564000000002,103.738551204311,103.71800324876736,3.508820932761142,3.547818794732058,3.07325069144565,51895.31,-0.391646046160752,0.0,0.7743833714546402,0.7743833714546402,3.544393850190066,0.0663898645714984,2.27728338864499,1.9580507213458855,34.30167245171099,1.2766859094599512,0.6746116407673849,1
